image_path,rotation_matrix,translation_vector,calibration_matrix,dataset,scene
00439.png,0.9447125124884489;0.11428417894253286;-0.3073392184398101;-0.1852037398587849;0.9594457135102361;-0.2125170524196905;0.2705879588785904;0.2576878911983741;0.9275662279533754,-1.0993205224567069;0.04315064162283192;-0.669450577854118,868.0431539471301;0.0;290.0;0.0;868.0431539471301;512.0;0.0;0.0;1.0,lizard,lizard
00126.png,-0.1543470747440645;-0.7317440601676487;0.6638731888902539;0.1427836513556544;0.6483516693097814;0.7478321615234043;-0.9776450324240885;0.2102159444775406;0.00440990520515272,-18.473584210972813;-1.827313801579008;12.247227179948483,2290.9326360957148;0.0;384.0;0.0;2290.9326360957148;512.0;0.0;0.0;1.0,pond,pond
00071.png,0.9474918726994224;0.08187164917499008;0.30912163339033555;-0.0884138326696491;0.9960578811767196;0.007189682775156851;-0.3073144079948172;-0.03414279436588988;0.9509953334436945,-26.20568851785592;20.504122602779844;43.32520080446973,683.6956877485862;0.0;384.0;0.0;683.6956877485862;512.0;0.0;0.0;1.0,church,church
dsc_8257.png,0.9970891046311616;0.07558914333859618;-0.009979921601186808;-0.04189506210816658;0.6525273096390185;0.7566061815411089;0.06370338450020954;-0.7539856706759099;0.6537946827702231,-0.035830258903343806;-0.021038754726979886;0.43216747458829724,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
00223.png,-0.4729384626502686;-0.5943880851774556;0.6504091133625657;0.018620358059592057;0.7312750503382854;0.6818284850447881;-0.8808986847599068;0.33457376608427636;-0.33478037910912706,0.09079874649033846;-1.2839390094250422;20.268475500010954,704.4764499231786;0.0;512.0;0.0;704.4764499231786;384.0;0.0;0.0;1.0,pond,pond
00177.png,-0.8345672537228102;0.20765139035710942;-0.5102728672938892;-0.25383202670955185;0.6771268417434564;0.6907014857426135;0.48894457889426396;0.7059604381785793;-0.5123993154724349,-3.443449625343098;0.10195893274345316;6.685025694060008,709.4441845025476;0.0;384.0;0.0;709.4441845025476;512.0;0.0;0.0;1.0,lizard,lizard
dscf4644.png,0.937167725529798;0.002552028491021029;0.3488698057669744;-0.023746787011950807;0.9981207460095473;0.05648952550653942;-0.3480700279138014;-0.06122469710767004;0.9354671518188972,27.74236748974884;10.205148966745734;113.81262361954913,3748.3822855369676;0.0;1632.0;0.0;3748.3822855369676;711.5;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00674.png,0.022061466516934303;0.6678443409385818;-0.7439739430728965;-0.7039286335302083;0.5388015964146001;0.4627929543514811;0.7099280038084256;0.5134946698626868;0.48200150770634986,-2.5001136759728673;-1.09328404673059;0.3354041111225711,894.2577503331548;0.0;288.0;0.0;894.2577503331548;512.0;0.0;0.0;1.0,pond,pond
dscf4501.png,0.8813893624827944;0.010168573304912573;0.4722810517256817;-0.0038868796824815723;0.9998905585076608;-0.01427456386626567;-0.4723745165316471;0.01074574912143425;0.8813324259366111,-19.346472349872453;0.2464435894026596;19.807976557993584,3676.4320838653452;0.0;1546.5;0.0;3676.4320838653452;1067.5;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00016.png,-0.2707526233809763;-0.31935052334885183;-0.9081344945376396;0.5458857117315702;0.7260941338671243;-0.41808623331923744;0.7929071866616147;-0.6089355893693233;-0.02226300383592439,24.055212694436616;30.519685902303948;56.6075603048043,394.1421163754665;0.0;384.0;0.0;394.1421163754665;512.0;0.0;0.0;1.0,church,church
00577.png,0.847114273878697;0.4297292516380993;-0.3126182612668797;-0.29176265194115636;0.8677865080096202;0.40226997333722664;0.4441530838835092;-0.24955830341430946;0.8604932836889199,-4.212677660984755;-2.0087757102859687;4.225284940483529,476.08641331872747;0.0;288.0;0.0;476.08641331872747;512.0;0.0;0.0;1.0,pond,pond
21.png,0.9988692224550331;0.033583493661989476;0.03365152872505087;-0.020080946296980803;-0.34355509619806174;0.9389178086883635;0.043093294465561385;-0.9385318560548681;-0.3424922234771306,-0.012303708286691736;-0.003883825353744463;0.4209363464184416,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00094.png,0.8877810599130685;0.16593386127824872;0.42931427106598674;-0.17293633596139424;0.984665211907746;-0.022966152549382057;-0.42654169006543363;-0.053855121761672925;0.9028631194683716,-24.72572363575697;24.35443306101087;49.797414026798464,736.6277678786225;0.0;384.0;0.0;736.6277678786225;512.0;0.0;0.0;1.0,church,church
00671.png,0.26839957416620086;0.6761920708340571;-0.6860947106111165;-0.6843082817013751;0.6351200000313444;0.35825237075991084;0.6779998850901919;0.3733455087467033;0.6331897716453985,-2.100269076187877;-1.4005819956999583;0.8151989706181555,900.5931318796719;0.0;288.0;0.0;900.5931318796719;512.0;0.0;0.0;1.0,pond,pond
19770034361_ab8a99f3a9_o.png,0.5843938818639536;-0.037424888391884334;-0.8106066669901221;0.12511246371841028;0.9911468978706603;0.04443757715803729;0.8017672120149896;-0.1273860454297175;0.5839025031351459,18.13198652085438;-1.2639438656755921;-2.2953737784654966,1828.430931280966;0.0;960.0;0.0;1828.430931280966;720.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00710.png,-0.04578046940662772;0.5508748006868571;-0.8333313282177293;-0.3900982116787477;0.7581110848564977;0.5225810638195257;0.9196344566543557;0.3490050672782843;0.18018859327973125,-2.2205690181684683;-2.017900176494433;7.736609844382408,894.7229810574902;0.0;288.0;0.0;894.7229810574902;512.0;0.0;0.0;1.0,pond,pond
00080.png,0.9921864844148931;0.0877533383616662;0.08868670560347765;-0.08695388385298879;0.9961295176930518;-0.01284546859748463;-0.08947067803082707;0.005033446830051178;0.9959767377733845,-26.374351606104057;21.421538756545093;43.461623873661914,737.691698384665;0.0;384.0;0.0;737.691698384665;512.0;0.0;0.0;1.0,church,church
00310.png,0.9817762819818603;0.17363844720847185;0.07723355351727257;-0.16523687731024914;0.980712038243476;-0.10440628535238972;-0.09387282095810454;0.0897417834420382;0.9915312933992603,-0.587920472942259;-0.9073270331544515;-0.5262191559685151,917.4911305600419;0.0;288.0;0.0;917.4911305600419;512.0;0.0;0.0;1.0,lizard,lizard
24.png,0.9984883249142382;0.028282917661967038;0.0471289887275898;-0.008690302364181033;-0.7654286099260662;0.643462136999116;0.05427286296831966;-0.6428989964801441;-0.7640257434602878,-0.012341426418287867;0.005725143817281401;0.4222171794615861,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00703.png,-0.3112144669084913;-0.6169078057380379;0.7228902508723873;0.5209377153606722;0.5254594769700167;0.6726932694603089;-0.7948392619276348;0.5859326729939847;0.15783995190210032,-1.457129864846183;-1.8593452662088767;4.329572881065471,881.2261686702631;0.0;290.0;0.0;881.2261686702631;512.0;0.0;0.0;1.0,lizard,lizard
dsc_8262.png,0.9902114717403936;0.1330584378075075;0.04215084058413888;-0.020953639511075584;-0.15685712254770184;0.9873990014666287;0.13799342819483731;-0.9786170319559543;-0.1525336636311977,-0.03745993804947466;-0.013540982307585188;0.44838657469452303,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
temple_of_ba_al_shamin_palmyra_syria.png,0.7114935771373769;-0.05347611479654113;-0.700654832880304;0.010156125390306178;0.9977784888342507;-0.06584026379576241;0.7026192018507009;0.03972898646965913;0.7104560963386674,14.93996813428129;0.044689643146197264;-5.69924903950708,2313.9033196584182;0.0;1018.0;0.0;2313.9033196584182;1500.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
3dom_fbk_img_1562.png,0.3125465052009915;-0.09390010608585617;-0.9452499416364496;-0.1494044815100402;0.9778570400243205;-0.14653979043109933;0.9380794118790597;0.1870250767997153;0.2915967037822924,4.353082884091699;-6.437243558461245;14.898582749225625,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00499.png,0.8165054200601087;-0.20580439560874553;0.539410279620795;0.010611068104458332;0.9394979187879767;0.34239022449062845;-0.577240248290214;-0.2738397548588944;0.7692889472835762,-0.0677478178537781;-5.815725196480921;9.319694090319182,896.0536094452741;0.0;288.0;0.0;896.0536094452741;512.0;0.0;0.0;1.0,pond,pond
00249.png,0.581566905452526;-0.4350888856888332;0.6873700575617344;-0.13463350763633064;0.7818259517176901;0.6087873190550753;-0.8022803457046114;-0.4465935991153226;0.3961065565290629,7.12367108094654;0.4486074993534243;-6.761648579563606,409.9952893782149;0.0;512.0;0.0;409.9952893782149;384.0;0.0;0.0;1.0,pond,pond
00561.png,0.8764626823715188;-0.14904826650262565;0.4578185018789482;-0.0650182979217922;0.9055266258272531;0.41927813066419656;-0.4770595218056917;-0.3972482148109319;0.7839694308351904,1.8481706956443273;-2.2866212474502845;5.465061132961158,897.1041289318297;0.0;288.0;0.0;897.1041289318297;512.0;0.0;0.0;1.0,pond,pond
dsc01926.png,0.9606835595103784;0.009939492692176095;0.2774676647313911;-0.005374951251598442;0.9998375097440613;-0.01720651062352116;-0.2775936029261345;0.015038636700731358;0.9605808820816032,-22.871428320695376;1.1849138017553273;16.87388037628736,6602.032850208077;0.0;2000.0;0.0;6602.032850208077;1500.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00673.png,0.9021330142230378;-0.3160572242973032;0.2937070915356667;0.3650613836763906;0.9219803288099254;-0.12916059552286444;-0.22997002151831764;0.22374115458946306;0.9471291807065383,-1.9592004399827805;-1.3160096092471592;0.7313216644278737,886.9052374289196;0.0;290.0;0.0;886.9052374289196;512.0;0.0;0.0;1.0,lizard,lizard
85328479_89f3b31dfa_o.png,0.943605920070522;-0.033092567192916436;-0.3294127344296912;0.06074819644518617;0.9954050795928794;0.07401610736421302;0.3254497261275865;-0.08985326659212757;0.9412804397448208,19.630653826552997;6.015793281408805;32.97008533245794,987.6817550965305;0.0;400.0;0.0;987.6817550965305;300.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00009.png,-0.4858669066178263;-0.3113311498220127;-0.816704514622105;0.3015071102268142;0.8173516075491949;-0.49094787108146476;0.8203821131255242;-0.4847775415458624;-0.3032555418726086,19.55696859330432;20.08386355132299;74.05765242851963,2185.984951139413;0.0;384.0;0.0;2185.984951139413;512.0;0.0;0.0;1.0,church,church
archive_0030.png,-0.9515232680972177;0.0007165264269885264;0.30757593673671946;0.058388961313749155;0.9822340645093484;0.1783450916457944;-0.30198377351489025;0.1876585439230645;-0.9346604043321742,-4.188006359553975;-2.530430738958482;6.392583641299099,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
dsc_8261.png,0.9916717830622692;0.12571931868836567;0.027959391742906896;-0.030372790419279948;0.017320671833940315;0.9993885570334333;0.1251581730461366;-0.9919146370710307;0.020994868039576453,-0.037135464822858934;-0.016176980747940637;0.4457521902396747,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
dsc_8242.png,0.9900629315665146;-0.01785745165755944;0.13948656909615734;0.1345530264371176;-0.16802710747647726;-0.9765563855864651;0.04087633318353639;0.9856206179729532;-0.1639546364458238,-0.03692931614032304;0.01874413376867155;0.42086598469318715,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
34.png,0.9987341758455256;-0.014119672343924639;0.04827712554677654;0.034492194117580144;-0.5063352808438795;-0.8616466050056166;0.036610579660996685;0.8622210959061777;-0.5052073309357613,-0.011881441372686739;0.021769582831741192;0.39885080439394865,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00847.png,0.2196363475912706;0.6481422188592654;-0.7291581028480413;-0.6499247208619905;0.6546123737840112;0.3861094369493263;0.7275697437560403;0.38909420995569977;0.5650203215369509,7.027059073133013;-7.4172080346904625;12.78279433160385,901.5536761813499;0.0;288.0;0.0;901.5536761813499;512.0;0.0;0.0;1.0,pond,pond
00643.png,0.9185659111092389;0.008707997734090471;-0.3951719090769444;-0.09418250605905507;0.9757838501646374;-0.1974222209132306;0.38388321466363934;0.21856360294737878;0.8971419224215145,1.874586458500114;-0.2704170782355633;1.6690269713797656,868.2279415438894;0.0;288.0;0.0;868.2279415438894;512.0;0.0;0.0;1.0,lizard,lizard
00045.png,-0.1589534662045613;-0.3204155490532427;-0.9338456358020123;0.5696489298837126;0.7427802219027145;-0.3518204636352116;0.806370815607743;-0.5878872492877042;0.06445688373665226,17.042640302542193;17.194769097852337;31.88819175119175,401.68404478196993;0.0;512.0;0.0;401.68404478196993;384.0;0.0;0.0;1.0,church,church
5748.png,0.5732135943793489;-0.055832574937342956;-0.817501620056238;0.1249673399788181;0.9919617343417543;0.019876658177819792;0.8098205598509626;-0.11355457356516022;0.5755831996028974,19.216971448378914;-1.1462523701825842;-5.475285635634121,707.848953933279;0.0;300.0;0.0;707.848953933279;451.5;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
dsc_8260.png,0.9931680138227212;0.11568924394072623;0.015274002614050833;-0.03749506564636817;0.19242309279803643;0.9805954687893539;0.11050527757354141;-0.9744687538317794;0.19544623668398714,-0.03678717398757222;-0.018315949623267085;0.44264265036139916,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
dsc_8256.png,0.9981484034287665;0.059352341439001026;-0.013306550954802036;-0.03780078553220049;0.7766753244633635;0.6287658872608134;0.047653597406209364;-0.6270986684210369;0.7774808002251951,-0.03554288554254532;-0.020736699030556173;0.4283814210780373,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
00049.png,0.9979773776177031;0.010993537639223637;0.0626122663179301;-0.03287242865634495;0.9322707672592817;0.3602646526486102;-0.054411002541084844;-0.36159419055616093;0.9307465198207882,-0.241741268906723;-0.6186632266346924;3.2857201764526334,712.0690261494965;0.0;384.0;0.0;712.0690261494965;512.0;0.0;0.0;1.0,lizard,lizard
